"season","Date","Visitor","G","Home","G","Var.7","Att.","LOG","Notes","playoffs"
1976,"1976-03-25","New York Rangers","1","Philadelphia Flyers","4","","","","",0
1976,"1976-03-25","Pittsburgh Penguins","2","St. Louis Blues","5","","","","",0
1976,"1976-03-26","New York Islanders","3","California Golden Seals","2","","","","",0
1976,"1976-03-26","Los Angeles Kings","3","Vancouver Canucks","4","","","","",0
1976,"1976-03-26","Buffalo Sabres","4","Washington Capitals","1","","","","",0
1976,"1976-03-27","Philadelphia Flyers","4","Boston Bruins","4","","","","",0
1976,"1976-03-27","New York Rangers","6","Chicago Black Hawks","5","","","","",0
1976,"1976-03-27","Atlanta Flames","0","Detroit Red Wings","8","","","","",0
1976,"1976-03-27","Vancouver Canucks","3","Los Angeles Kings","7","","","","",0
1976,"1976-03-27","Kansas City Scouts","2","Montreal Canadiens","8","","","","",0
1976,"1976-03-27","Minnesota North Stars","3","St. Louis Blues","6","","","","",0
1976,"1976-03-27","Buffalo Sabres","4","Toronto Maple Leafs","2","","","","",0
1976,"1976-03-28","Montreal Canadiens","2","Boston Bruins","2","","","","",0
1976,"1976-03-28","Minnesota North Stars","3","Chicago Black Hawks","5","","","","",0
1976,"1976-03-28","Kansas City Scouts","2","New York Rangers","4","","","","",0
1976,"1976-03-28","Detroit Red Wings","0","Pittsburgh Penguins","3","","","","",0
1976,"1976-03-28","Atlanta Flames","3","Washington Capitals","1","","","","",0
1976,"1976-03-29","Philadelphia Flyers","1","New York Islanders","5","","","","",0
1976,"1976-03-29","Pittsburgh Penguins","4","Toronto Maple Leafs","5","","","","",0
1976,"1976-03-30","Buffalo Sabres","4","Boston Bruins","4","","","","",0
1976,"1976-03-30","Los Angeles Kings","8","Kansas City Scouts","6","","","","",0
1976,"1976-03-30","St. Louis Blues","5","Minnesota North Stars","3","","","","",0
1976,"1976-03-30","California Golden Seals","4","Vancouver Canucks","4","","","","",0
1976,"1976-03-30","Detroit Red Wings","3","Washington Capitals","5","","","","",0
1976,"1976-03-31","Kansas City Scouts","3","Chicago Black Hawks","6","","","","",0
1976,"1976-03-31","Toronto Maple Leafs","4","Detroit Red Wings","4","","","","",0
1976,"1976-03-31","Pittsburgh Penguins","3","Montreal Canadiens","7","","","","",0
1976,"1976-03-31","New York Islanders","1","New York Rangers","3","","","","",0
1976,"1976-03-31","Los Angeles Kings","2","St. Louis Blues","1","","","","",0
1976,"1976-04-01","Boston Bruins","2","Buffalo Sabres","7","","","","",0
1976,"1976-04-01","Atlanta Flames","1","New York Islanders","1","","","","",0
1976,"1976-04-01","Washington Capitals","2","Philadelphia Flyers","11","","","","",0
1976,"1976-04-02","Minnesota North Stars","2","Atlanta Flames","4","","","","",0
1976,"1976-04-02","Vancouver Canucks","5","California Golden Seals","0","","","","",0
1976,"1976-04-03","Kansas City Scouts","1","Los Angeles Kings","5","","","","",0
1976,"1976-04-03","Detroit Red Wings","3","Montreal Canadiens","6","","","","",0
1976,"1976-04-03","New York Rangers","2","New York Islanders","10","","","","",0
1976,"1976-04-03","Buffalo Sabres","2","Philadelphia Flyers","5","","","","",0
1976,"1976-04-03","Washington Capitals","5","Pittsburgh Penguins","4","","","","",0
1976,"1976-04-03","Chicago Black Hawks","3","St. Louis Blues","3","","","","",0
1976,"1976-04-03","Boston Bruins","4","Toronto Maple Leafs","2","","","","",0
1976,"1976-04-04","New York Islanders","2","Atlanta Flames","5","","","","",0
1976,"1976-04-04","Minnesota North Stars","2","Boston Bruins","2","","","","",0
1976,"1976-04-04","Toronto Maple Leafs","2","Buffalo Sabres","5","","","","",0
1976,"1976-04-04","St. Louis Blues","2","Chicago Black Hawks","7","","","","",0
1976,"1976-04-04","Los Angeles Kings","2","California Golden Seals","5","","","","",0
1976,"1976-04-04","Pittsburgh Penguins","6","Detroit Red Wings","5","","","","",0
1976,"1976-04-04","Philadelphia Flyers","0","New York Rangers","2","","","","",0
1976,"1976-04-04","Kansas City Scouts","2","Vancouver Canucks","5","","","","",0
1976,"1976-04-04","Montreal Canadiens","4","Washington Capitals","3","","","","",0
1976,"1976-04-06","Atlanta Flames","1","Los Angeles Kings","2","","","","",1
1976,"1976-04-06","Vancouver Canucks","3","New York Islanders","5","","","","",1
1976,"1976-04-06","Buffalo Sabres","2","St. Louis Blues","5","","","","",1
1976,"1976-04-06","Pittsburgh Penguins","1","Toronto Maple Leafs","4","","","","",1
1976,"1976-04-08","Los Angeles Kings","1","Atlanta Flames","0","","","","",1
1976,"1976-04-08","St. Louis Blues","2","Buffalo Sabres","3","OT","","","",1
1976,"1976-04-08","Toronto Maple Leafs","0","Pittsburgh Penguins","2","","","","",1
1976,"1976-04-08","New York Islanders","3","Vancouver Canucks","1","","","","",1
1976,"1976-04-09","St. Louis Blues","1","Buffalo Sabres","2","OT","","","",1
1976,"1976-04-09","Pittsburgh Penguins","0","Toronto Maple Leafs","4","","","","",1
1976,"1976-04-11","Los Angeles Kings","0","Boston Bruins","4","","","","",1
1976,"1976-04-11","New York Islanders","3","Buffalo Sabres","5","","","","",1
1976,"1976-04-11","Chicago Black Hawks","0","Montreal Canadiens","4","","","","",1
1976,"1976-04-12","Toronto Maple Leafs","1","Philadelphia Flyers","4","","","","",1
1976,"1976-04-13","Los Angeles Kings","3","Boston Bruins","2","OT","","","",1
1976,"1976-04-13","New York Islanders","2","Buffalo Sabres","3","OT","","","",1
1976,"1976-04-13","Chicago Black Hawks","1","Montreal Canadiens","3","","","","",1
1976,"1976-04-13","Toronto Maple Leafs","1","Philadelphia Flyers","3","","","","",1
1976,"1976-04-15","Montreal Canadiens","2","Chicago Black Hawks","1","","","","",1
1976,"1976-04-15","Boston Bruins","4","Los Angeles Kings","6","","","","",1
1976,"1976-04-15","Buffalo Sabres","3","New York Islanders","5","","","","",1
1976,"1976-04-15","Philadelphia Flyers","4","Toronto Maple Leafs","5","","","","",1
1976,"1976-04-17","Boston Bruins","3","Los Angeles Kings","0","","","","",1
1976,"1976-04-17","Buffalo Sabres","2","New York Islanders","4","","","","",1
1976,"1976-04-17","Philadelphia Flyers","3","Toronto Maple Leafs","4","","","","",1
1976,"1976-04-18","Montreal Canadiens","4","Chicago Black Hawks","1","","","","",1
1976,"1976-04-20","Los Angeles Kings","1","Boston Bruins","7","","","","",1
1976,"1976-04-20","New York Islanders","4","Buffalo Sabres","3","","","","",1
1976,"1976-04-20","Toronto Maple Leafs","1","Philadelphia Flyers","7","","","","",1
1976,"1976-04-22","Boston Bruins","3","Los Angeles Kings","4","OT","","","",1
1976,"1976-04-22","Buffalo Sabres","2","New York Islanders","3","","","","",1
1976,"1976-04-22","Philadelphia Flyers","5","Toronto Maple Leafs","8","","","","",1
1976,"1976-04-25","Los Angeles Kings","0","Boston Bruins","3","","","","",1
1976,"1976-04-25","Toronto Maple Leafs","3","Philadelphia Flyers","7","","","","",1
1976,"1976-04-27","New York Islanders","2","Montreal Canadiens","3","","","","",1
1976,"1976-04-27","Boston Bruins","4","Philadelphia Flyers","2","","","","",1
1976,"1976-04-29","New York Islanders","3","Montreal Canadiens","4","","","","",1
1976,"1976-04-29","Boston Bruins","1","Philadelphia Flyers","2","OT","","","",1
1976,"1976-05-01","Montreal Canadiens","3","New York Islanders","2","","","","",1
1976,"1976-05-02","Philadelphia Flyers","5","Boston Bruins","2","","","","",1
1976,"1976-05-04","Philadelphia Flyers","4","Boston Bruins","2","","","","",1
1976,"1976-05-04","Montreal Canadiens","2","New York Islanders","5","","","","",1
1976,"1976-05-06","New York Islanders","2","Montreal Canadiens","5","","","","",1
1976,"1976-05-06","Boston Bruins","3","Philadelphia Flyers","6","","","","",1
1976,"1976-05-09","Philadelphia Flyers","3","Montreal Canadiens","4","","","","",1
1976,"1976-05-11","Philadelphia Flyers","1","Montreal Canadiens","2","","","","",1
1976,"1976-05-13","Montreal Canadiens","3","Philadelphia Flyers","2","","","","",1
1976,"1976-05-16","Montreal Canadiens","5","Philadelphia Flyers","3","","","","",1
1977,"1976-10-05","Toronto Maple Leafs","2","Colorado Rockies","4","","","","",0
1977,"1976-10-05","Atlanta Flames","5","Washington Capitals","6","","","","",0
1977,"1976-10-06","Los Angeles Kings","2","Cleveland Barons","2","","","","",0
1977,"1976-10-06","Minnesota North Stars","5","New York Rangers","6","","","","",0
1977,"1976-10-06","Vancouver Canucks","5","Pittsburgh Penguins","9","","","","",0
1977,"1976-10-07","Los Angeles Kings","2","Atlanta Flames","4","","","","",0
1977,"1976-10-07","Minnesota North Stars","2","Boston Bruins","6","","","","",0
1977,"1976-10-07","Washington Capitals","3","Detroit Red Wings","3","","","","",0
1977,"1976-10-07","Pittsburgh Penguins","1","Montreal Canadiens","10","","","","",0
1977,"1976-10-07","New York Islanders","3","Philadelphia Flyers","0","","","","",0
1977,"1976-10-07","Chicago Black Hawks","6","St. Louis Blues","4","","","","",0
1977,"1976-10-08","New York Rangers","5","Colorado Rockies","3","","","","",0
1977,"1976-10-09","Philadelphia Flyers","3","Atlanta Flames","4","","","","",0
1977,"1976-10-09","Washington Capitals","3","Cleveland Barons","6","","","","",0
1977,"1976-10-09","Buffalo Sabres","0","Detroit Red Wings","4","","","","",0
1977,"1976-10-09","Colorado Rockies","1","Minnesota North Stars","4","","","","",0
1977,"1976-10-09","Vancouver Canucks","0","Montreal Canadiens","3","","","","",0
1977,"1976-10-09","Chicago Black Hawks","1","New York Islanders","2","","","","",0
1977,"1976-10-09","Los Angeles Kings","7","Pittsburgh Penguins","4","","","","",0
1977,"1976-10-09","New York Rangers","1","St. Louis Blues","2","","","","",0
1977,"1976-10-09","Boston Bruins","5","Toronto Maple Leafs","7","","","","",0
1977,"1976-10-10","Cleveland Barons","3","Boston Bruins","4","","","","",0
1977,"1976-10-10","Montreal Canadiens","1","Buffalo Sabres","3","","","","",0
1977,"1976-10-10","Vancouver Canucks","1","Chicago Black Hawks","5","","","","",0
1977,"1976-10-10","Los Angeles Kings","0","Philadelphia Flyers","1","","","","",0
1977,"1976-10-12","Montreal Canadiens","4","Detroit Red Wings","2","","","","",0
1977,"1976-10-12","New York Rangers","10","Minnesota North Stars","4","","","","",0
1977,"1976-10-12","Atlanta Flames","0","New York Islanders","7","","","","",0
1977,"1976-10-13","New York Islanders","4","Buffalo Sabres","3","","","","",0
1977,"1976-10-13","Pittsburgh Penguins","1","Chicago Black Hawks","4","","","","",0
1977,"1976-10-13","Atlanta Flames","4","Cleveland Barons","2","","","","",0
1977,"1976-10-13","St. Louis Blues","3","Colorado Rockies","2","","","","",0
1977,"1976-10-13","Boston Bruins","5","New York Rangers","1","","","","",0
1977,"1976-10-13","Los Angeles Kings","4","Toronto Maple Leafs","4","","","","",0
1977,"1976-10-13","Washington Capitals","1","Vancouver Canucks","4","","","","",0
1977,"1976-10-14","Montreal Canadiens","7","Philadelphia Flyers","1","","","","",0
1977,"1976-10-15","Pittsburgh Penguins","1","Atlanta Flames","2","","","","",0
1977,"1976-10-15","Toronto Maple Leafs","3","Boston Bruins","5","","","","",0
1977,"1976-10-15","Chicago Black Hawks","3","Colorado Rockies","5","","","","",0
1977,"1976-10-16","Washington Capitals","1","Los Angeles Kings","7","","","","",0
1977,"1976-10-16","Buffalo Sabres","2","Minnesota North Stars","1","","","","",0
1977,"1976-10-16","New York Rangers","4","Montreal Canadiens","7","","","","",0
1977,"1976-10-16","Cleveland Barons","4","New York Islanders","4","","","","",0
1977,"1976-10-16","Detroit Red Wings","3","Pittsburgh Penguins","4","","","","",0
1977,"1976-10-16","Philadelphia Flyers","5","Toronto Maple Leafs","5","","","","",0
1977,"1976-10-16","St. Louis Blues","6","Vancouver Canucks","3","","","","",0
1977,"1976-10-17","Montreal Canadiens","3","Boston Bruins","5","","","","",0
1977,"1976-10-17","Atlanta Flames","6","Buffalo Sabres","5","","","","",0
1977,"1976-10-17","Minnesota North Stars","0","Chicago Black Hawks","3","","","","",0
1977,"1976-10-17","St. Louis Blues","2","Los Angeles Kings","6","","","","",0
1977,"1976-10-17","Colorado Rockies","3","New York Rangers","4","","","","",0
1977,"1976-10-17","Detroit Red Wings","4","Philadelphia Flyers","7","","","","",0
1977,"1976-10-19","Chicago Black Hawks","0","Cleveland Barons","3","","","","",0
1977,"1976-10-19","Vancouver Canucks","1","New York Islanders","6","","","","",0
1977,"1976-10-19","Boston Bruins","5","St. Louis Blues","6","","","","",0
1977,"1976-10-19","Montreal Canadiens","6","Washington Capitals","0","","","","",0
1977,"1976-10-20","Vancouver Canucks","0","Buffalo Sabres","4","","","","",0
1977,"1976-10-20","Boston Bruins","2","Colorado Rockies","1","","","","",0
1977,"1976-10-20","Atlanta Flames","3","Minnesota North Stars","4","","","","",0
1977,"1976-10-20","Los Angeles Kings","4","New York Rangers","2","","","","",0
1977,"1976-10-20","Pittsburgh Penguins","4","Toronto Maple Leafs","4","","","","",0
1977,"1976-10-21","St. Louis Blues","2","Cleveland Barons","6","","","","",0
1977,"1976-10-21","Toronto Maple Leafs","3","Montreal Canadiens","5","","","","",0
1977,"1976-10-21","Chicago Black Hawks","1","Philadelphia Flyers","5","","","","",0
1977,"1976-10-21","Los Angeles Kings","5","Washington Capitals","5","","","","",0
1977,"1976-10-22","Vancouver Canucks","5","Atlanta Flames","3","","","","",0
1977,"1976-10-22","Minnesota North Stars","3","Colorado Rockies","3","","","","",0
1977,"1976-10-22","New York Islanders","0","Detroit Red Wings","5","","","","",0
1977,"1976-10-23","Boston Bruins","4","Los Angeles Kings","2","","","","",0
1977,"1976-10-23","Chicago Black Hawks","3","Minnesota North Stars","4","","","","",0
1977,"1976-10-23","Buffalo Sabres","2","Philadelphia Flyers","3","","","","",0
1977,"1976-10-23","Montreal Canadiens","9","Pittsburgh Penguins","1","","","","",0
1977,"1976-10-23","Detroit Red Wings","2","St. Louis Blues","4","","","","",0
1977,"1976-10-23","New York Islanders","5","Toronto Maple Leafs","2","","","","",0
1977,"1976-10-24","Washington Capitals","1","Buffalo Sabres","2","","","","",0
1977,"1976-10-24","St. Louis Blues","2","Chicago Black Hawks","7","","","","",0
1977,"1976-10-24","Vancouver Canucks","5","New York Rangers","4","","","","",0
1977,"1976-10-24","Colorado Rockies","3","Philadelphia Flyers","5","","","","",0
1977,"1976-10-24","Atlanta Flames","3","Pittsburgh Penguins","3","","","","",0
1977,"1976-10-25","New York Islanders","1","Montreal Canadiens","4","","","","",0
1977,"1976-10-26","New York Rangers","5","Cleveland Barons","2","","","","",0
1977,"1976-10-26","Detroit Red Wings","2","Los Angeles Kings","3","","","","",0
1977,"1976-10-26","Vancouver Canucks","2","St. Louis Blues","5","","","","",0
1977,"1976-10-27","Pittsburgh Penguins","4","Buffalo Sabres","4","","","","",0
1977,"1976-10-27","Montreal Canadiens","4","Chicago Black Hawks","4","","","","",0
1977,"1976-10-27","Atlanta Flames","2","Colorado Rockies","4","","","","",0
1977,"1976-10-27","Boston Bruins","4","New York Rangers","3","","","","",0
1977,"1976-10-27","Minnesota North Stars","5","Toronto Maple Leafs","3","","","","",0
1977,"1976-10-28","Toronto Maple Leafs","3","Detroit Red Wings","1","","","","",0
1977,"1976-10-28","Atlanta Flames","1","Los Angeles Kings","5","","","","",0
1977,"1976-10-28","St. Louis Blues","2","New York Islanders","5","","","","",0
1977,"1976-10-28","Pittsburgh Penguins","0","Philadelphia Flyers","3","","","","",0
1977,"1976-10-28","Cleveland Barons","1","Vancouver Canucks","3","","","","",0
1977,"1976-10-29","Washington Capitals","2","Colorado Rockies","1","","","","",0
1977,"1976-10-30","Chicago Black Hawks","4","Detroit Red Wings","1","","","","",0
1977,"1976-10-30","Cleveland Barons","3","Los Angeles Kings","4","","","","",0
1977,"1976-10-30","Toronto Maple Leafs","5","Minnesota North Stars","1","","","","",0
1977,"1976-10-30","Boston Bruins","4","Montreal Canadiens","3","","","","",0
1977,"1976-10-30","Philadelphia Flyers","3","New York Islanders","3","","","","",0
1977,"1976-10-30","New York Rangers","2","Pittsburgh Penguins","2","","","","",0
1977,"1976-10-30","Colorado Rockies","1","St. Louis Blues","3","","","","",0
1977,"1976-10-30","Atlanta Flames","3","Vancouver Canucks","3","","","","",0
1977,"1976-10-31","Boston Bruins","1","Buffalo Sabres","4","","","","",0
1977,"1976-10-31","Washington Capitals","4","Chicago Black Hawks","5","","","","",0
1977,"1976-10-31","Detroit Red Wings","6","New York Rangers","5","","","","",0
1977,"1976-10-31","Minnesota North Stars","1","Philadelphia Flyers","9","","","","",0
1977,"1976-11-01","Toronto Maple Leafs","6","Cleveland Barons","3","","","","",0
1977,"1976-11-01","Buffalo Sabres","2","Montreal Canadiens","3","","","","",0
1977,"1976-11-01","New York Islanders","3","Vancouver Canucks","2","","","","",0
1977,"1976-11-02","New York Islanders","5","Colorado Rockies","1","","","","",0
1977,"1976-11-02","Los Angeles Kings","1","Pittsburgh Penguins","7","","","","",0
1977,"1976-11-03","Washington Capitals","0","Atlanta Flames","7","","","","",0
